whonet_code,organism_name,snomed_code,kingdom,genus,species
2465,Salmonella,55453006,Bacteria,Salmonella,
2465,Salmonella,114873004,Bacteria,Salmonella,
2465,Salmonella,114877003,Bacteria,Salmonella,
2465,Salmonella,21953006,Bacteria,Salmonella,
2465,Salmonella,89680007,Bacteria,Salmonella,
2465,Salmonella,18562005,Bacteria,Salmonella,
2465,Salmonella,77447006,Bacteria,Salmonella,
2465,Salmonella,114880002,Bacteria,Salmonella,
2465,Salmonella,114881003,Bacteria,Salmonella,
2465,Salmonella,114883000,Bacteria,Salmonella,
2465,Salmonella,114884006,Bacteria,Salmonella,
2465,Salmonella,56950006,Bacteria,Salmonella,
2465,Salmonella,114888009,Bacteria,Salmonella,
2465,Salmonella,114890005,Bacteria,Salmonella,
2465,Salmonella,114893007,Bacteria,Salmonella,
2465,Salmonella,84358001,Bacteria,Salmonella,
2465,Salmonella,114909000,Bacteria,Salmonella,
2465,Salmonella,62024006,Bacteria,Salmonella,
2465,Salmonella,114908008,Bacteria,Salmonella,
2465,Salmonella,114911009,Bacteria,Salmonella,
2465,Salmonella,114913007,Bacteria,Salmonella,
2465,Salmonella,114914001,Bacteria,Salmonella,
2465,Salmonella,88601003,Bacteria,Salmonella,
2465,Salmonella,19891007,Bacteria,Salmonella,
2465,Salmonella,404595000,Bacteria,Salmonella,
2465,Salmonella,404597008,Bacteria,Salmonella,
2465,Salmonella,38514007,Bacteria,Salmonella,
2465,Salmonella,114921001,Bacteria,Salmonella,
2465,Salmonella,404596004,Bacteria,Salmonella,
2465,Salmonella,114939005,Bacteria,Salmonella,
2465,Salmonella,114928007,Bacteria,Salmonella,
2465,Salmonella,114929004,Bacteria,Salmonella,
2465,Salmonella,114934000,Bacteria,Salmonella,
2465,Salmonella,114933006,Bacteria,Salmonella,
2465,Salmonella,85523008,Bacteria,Salmonella,
2465,Salmonella,34192006,Bacteria,Salmonella,
2465,Salmonella,68821008,Bacteria,Salmonella,
2465,Salmonella,114940007,Bacteria,Salmonella,
2465,Salmonella,114943009,Bacteria,Salmonella,
2465,Salmonella,114945002,Bacteria,Salmonella,
2465,Salmonella,114946001,Bacteria,Salmonella,
2465,Salmonella,114947005,Bacteria,Salmonella,
2465,Salmonella,16981003,Bacteria,Salmonella,
2465,Salmonella,50161008,Bacteria,Salmonella,
2465,Salmonella,114949008,Bacteria,Salmonella,
2465,Salmonella,114951007,Bacteria,Salmonella,
2465,Salmonella,114950008,Bacteria,Salmonella,
2465,Salmonella,26494008,Bacteria,Salmonella,
2465,Salmonella,70939003,Bacteria,Salmonella,
2465,Salmonella,114959009,Bacteria,Salmonella,
2465,Salmonella,114960004,Bacteria,Salmonella,
2465,Salmonella,6272001,Bacteria,Salmonella,
2465,Salmonella,64341001,Bacteria,Salmonella,
2465,Salmonella,302754000,Bacteria,Salmonella,
2465,Salmonella,112325000,Bacteria,Salmonella,
2465,Salmonella,114961000,Bacteria,Salmonella,
2465,Salmonella,12248009,Bacteria,Salmonella,
2465,Salmonella,114962007,Bacteria,Salmonella,
2465,Salmonella,57475009,Bacteria,Salmonella,
2465,Salmonella,44629007,Bacteria,Salmonella,
2465,Salmonella,85312005,Bacteria,Salmonella,
2465,Salmonella,114967001,Bacteria,Salmonella,
2465,Salmonella,114968006,Bacteria,Salmonella,
2465,Salmonella,114969003,Bacteria,Salmonella,
2465,Salmonella,30552009,Bacteria,Salmonella,
2465,Salmonella,16168006,Bacteria,Salmonella,
2465,Salmonella,62209006,Bacteria,Salmonella,
2465,Salmonella,52294006,Bacteria,Salmonella,
2465,Salmonella,114971003,Bacteria,Salmonella,
2465,Salmonella,114972005,Bacteria,Salmonella,
2465,Salmonella,72706004,Bacteria,Salmonella,
2465,Salmonella,114976008,Bacteria,Salmonella,
2465,Salmonella,114973000,Bacteria,Salmonella,
2465,Salmonella,114979001,Bacteria,Salmonella,
2465,Salmonella,114381005,Bacteria,Salmonella,
2465,Salmonella,41655009,Bacteria,Salmonella,
2465,Salmonella,114380006,Bacteria,Salmonella,
2465,Salmonella,114494008,Bacteria,Salmonella,
2465,Salmonella,76384004,Bacteria,Salmonella,
2465,Salmonella,115655006,Bacteria,Salmonella,
2465,Salmonella,114496005,Bacteria,Salmonella,
2465,Salmonella,48254006,Bacteria,Salmonella,
2465,Salmonella,114497001,Bacteria,Salmonella,
2465,Salmonella,53653001,Bacteria,Salmonella,
2465,Salmonella,78008003,Bacteria,Salmonella,
2465,Salmonella,114501006,Bacteria,Salmonella,
2465,Salmonella,15189009,Bacteria,Salmonella,
2465,Salmonella,90559002,Bacteria,Salmonella,
2465,Salmonella,10409000,Bacteria,Salmonella,
2465,Salmonella,19981002,Bacteria,Salmonella,
2465,Salmonella,36210005,Bacteria,Salmonella,
2465,Salmonella,114530004,Bacteria,Salmonella,
2465,Salmonella,114510003,Bacteria,Salmonella,
2465,Salmonella,114511004,Bacteria,Salmonella,
2465,Salmonella,114540001,Bacteria,Salmonella,
2465,Salmonella,114508000,Bacteria,Salmonella,
2465,Salmonella,114514007,Bacteria,Salmonella,
2465,Salmonella,54551001,Bacteria,Salmonella,
2465,Salmonella,114531000,Bacteria,Salmonella,
2465,Salmonella,79270006,Bacteria,Salmonella,
2465,Salmonella,114523005,Bacteria,Salmonella,
2465,Salmonella,114526002,Bacteria,Salmonella,
2465,Salmonella,114528001,Bacteria,Salmonella,
2465,Salmonella,114518005,Bacteria,Salmonella,
2465,Salmonella,114532007,Bacteria,Salmonella,
2465,Salmonella,68520000,Bacteria,Salmonella,
2465,Salmonella,114520008,Bacteria,Salmonella,
2465,Salmonella,114542009,Bacteria,Salmonella,
2465,Salmonella,114543004,Bacteria,Salmonella,
2465,Salmonella,114544005,Bacteria,Salmonella,
2465,Salmonella,60913000,Bacteria,Salmonella,
2465,Salmonella,114546007,Bacteria,Salmonella,
2465,Salmonella,31718003,Bacteria,Salmonella,
2465,Salmonella,37265001,Bacteria,Salmonella,
2465,Salmonella,114552008,Bacteria,Salmonella,
2465,Salmonella,114553003,Bacteria,Salmonella,
2465,Salmonella,114547003,Bacteria,Salmonella,
2465,Salmonella,114548008,Bacteria,Salmonella,
2465,Salmonella,48703005,Bacteria,Salmonella,
2465,Salmonella,114561008,Bacteria,Salmonella,
2465,Salmonella,26793003,Bacteria,Salmonella,
2465,Salmonella,302654006,Bacteria,Salmonella,
2465,Salmonella,114983001,Bacteria,Salmonella,
2465,Salmonella,114984007,Bacteria,Salmonella,
2465,Salmonella,114986009,Bacteria,Salmonella,
2465,Salmonella,114988005,Bacteria,Salmonella,
2465,Salmonella,3288007,Bacteria,Salmonella,
2465,Salmonella,114995001,Bacteria,Salmonella,
2465,Salmonella,18828000,Bacteria,Salmonella,
2465,Salmonella,1081002,Bacteria,Salmonella,
2465,Salmonella,86968000,Bacteria,Salmonella,
2465,Salmonella,43637009,Bacteria,Salmonella,
2465,Salmonella,114571005,Bacteria,Salmonella,
2465,Salmonella,114573008,Bacteria,Salmonella,
2465,Salmonella,114574002,Bacteria,Salmonella,
2465,Salmonella,58041001,Bacteria,Salmonella,
2465,Salmonella,114576000,Bacteria,Salmonella,
2465,Salmonella,398376000,Bacteria,Salmonella,
2465,Salmonella,57508007,Bacteria,Salmonella,
2465,Salmonella,114581009,Bacteria,Salmonella,
2465,Salmonella,59235005,Bacteria,Salmonella,
2465,Salmonella,48950006,Bacteria,Salmonella,
2465,Salmonella,114586004,Bacteria,Salmonella,
2465,Salmonella,114592005,Bacteria,Salmonella,
2465,Salmonella,114597004,Bacteria,Salmonella,
2465,Salmonella,32531009,Bacteria,Salmonella,
2465,Salmonella,114600003,Bacteria,Salmonella,
2465,Salmonella,114601004,Bacteria,Salmonella,
2465,Salmonella,17680008,Bacteria,Salmonella,
2465,Salmonella,114607000,Bacteria,Salmonella,
2465,Salmonella,114608005,Bacteria,Salmonella,
2465,Salmonella,39531008,Bacteria,Salmonella,
2465,Salmonella,23342000,Bacteria,Salmonella,
2465,Salmonella,114609002,Bacteria,Salmonella,
2465,Salmonella,114399002,Bacteria,Salmonella,
2465,Salmonella,733501004,Bacteria,Salmonella,
2465,Salmonella,2527008,Bacteria,Salmonella,
2465,Salmonella,1056000,Bacteria,Salmonella,
2465,Salmonella,398528000,Bacteria,Salmonella,
2465,Salmonella,398572002,Bacteria,Salmonella,
2465,Salmonella,398555009,Bacteria,Salmonella,
2465,Salmonella,404277004,Bacteria,Salmonella,
2465,Salmonella,404296000,Bacteria,Salmonella,
2465,Salmonella,404312000,Bacteria,Salmonella,
2465,Salmonella,404335002,Bacteria,Salmonella,
2465,Salmonella,398390002,Bacteria,Salmonella,
2465,Salmonella,404340005,Bacteria,Salmonella,
2465,Salmonella,404343007,Bacteria,Salmonella,
2465,Salmonella,404368009,Bacteria,Salmonella,
2465,Salmonella,404393006,Bacteria,Salmonella,
2465,Salmonella,398401007,Bacteria,Salmonella,
2465,Salmonella,404396003,Bacteria,Salmonella,
2465,Salmonella,404415002,Bacteria,Salmonella,
2465,Salmonella,404432003,Bacteria,Salmonella,
2465,Salmonella,404454001,Bacteria,Salmonella,
2465,Salmonella,404469000,Bacteria,Salmonella,
2465,Salmonella,404484009,Bacteria,Salmonella,
2465,Salmonella,404492000,Bacteria,Salmonella,
2465,Salmonella,404561004,Bacteria,Salmonella,
2465,Salmonella,404590005,Bacteria,Salmonella,
2465,Salmonella,78041000,Bacteria,Salmonella,
2465,Salmonella,70426009,Bacteria,Salmonella,
2465,Salmonella,44536003,Bacteria,Salmonella,
2465,Salmonella,398366003,Bacteria,Salmonella,
2465,Salmonella,16732009,Bacteria,Salmonella,
2465,Salmonella,74731002,Bacteria,Salmonella,
2465,Salmonella,11166006,Bacteria,Salmonella,
2465,Salmonella,398345006,Bacteria,Salmonella,
2465,Salmonella,398602005,Bacteria,Salmonella,
2465,Salmonella,398493001,Bacteria,Salmonella,
2465,Salmonella,77046007,Bacteria,Salmonella,
2465,Salmonella,398534007,Bacteria,Salmonella,
2465,Salmonella,398462002,Bacteria,Salmonella,
2465,Salmonella,398561007,Bacteria,Salmonella,
2465,Salmonella,398460005,Bacteria,Salmonella,
2465,Salmonella,398586003,Bacteria,Salmonella,
2465,Salmonella,398421008,Bacteria,Salmonella,
2465,Salmonella,398556005,Bacteria,Salmonella,
2465,Salmonella,404278009,Bacteria,Salmonella,
2465,Salmonella,404297009,Bacteria,Salmonella,
2465,Salmonella,404313005,Bacteria,Salmonella,
2465,Salmonella,404344001,Bacteria,Salmonella,
2465,Salmonella,404369001,Bacteria,Salmonella,
2465,Salmonella,404397007,Bacteria,Salmonella,
2465,Salmonella,404416001,Bacteria,Salmonella,
2465,Salmonella,404433008,Bacteria,Salmonella,
2465,Salmonella,404455000,Bacteria,Salmonella,
2465,Salmonella,404470004,Bacteria,Salmonella,
2465,Salmonella,404485005,Bacteria,Salmonella,
2465,Salmonella,404493005,Bacteria,Salmonella,
2465,Salmonella,404562006,Bacteria,Salmonella,
2465,Salmonella,404591009,Bacteria,Salmonella,
2465,Salmonella,398400008,Bacteria,Salmonella,
2465,Salmonella,398516008,Bacteria,Salmonella,
2465,Salmonella,398357002,Bacteria,Salmonella,
2465,Salmonella,398539002,Bacteria,Salmonella,
2465,Salmonella,398439004,Bacteria,Salmonella,
2465,Salmonella,398470007,Bacteria,Salmonella,
2465,Salmonella,398389006,Bacteria,Salmonella,
2465,Salmonella,404401004,Bacteria,Salmonella,
2465,Salmonella,398618004,Bacteria,Salmonella,
2465,Salmonella,398477005,Bacteria,Salmonella,
2465,Salmonella,398347003,Bacteria,Salmonella,
2465,Salmonella,404279001,Bacteria,Salmonella,
2465,Salmonella,404298004,Bacteria,Salmonella,
2465,Salmonella,404314004,Bacteria,Salmonella,
2465,Salmonella,404336001,Bacteria,Salmonella,
2465,Salmonella,404345000,Bacteria,Salmonella,
2465,Salmonella,404370000,Bacteria,Salmonella,
2465,Salmonella,404398002,Bacteria,Salmonella,
2465,Salmonella,404417005,Bacteria,Salmonella,
2465,Salmonella,404434002,Bacteria,Salmonella,
2465,Salmonella,404456004,Bacteria,Salmonella,
2465,Salmonella,404471000,Bacteria,Salmonella,
2465,Salmonella,404494004,Bacteria,Salmonella,
2465,Salmonella,404563001,Bacteria,Salmonella,
2465,Salmonella,404592002,Bacteria,Salmonella,
2465,Salmonella,398377009,Bacteria,Salmonella,
2465,Salmonella,398566002,Bacteria,Salmonella,
2465,Salmonella,398544009,Bacteria,Salmonella,
2465,Salmonella,398343004,Bacteria,Salmonella,
2465,Salmonella,398375001,Bacteria,Salmonella,
2465,Salmonella,398541001,Bacteria,Salmonella,
2465,Salmonella,398509007,Bacteria,Salmonella,
2465,Salmonella,398380005,Bacteria,Salmonella,
2465,Salmonella,398588002,Bacteria,Salmonella,
2465,Salmonella,398564004,Bacteria,Salmonella,
2465,Salmonella,404358004,Bacteria,Salmonella,
2465,Salmonella,404543008,Bacteria,Salmonella,
2465,Salmonella,114744008,Bacteria,Salmonella,
2465,Salmonella,114747001,Bacteria,Salmonella,
2465,Salmonella,114758005,Bacteria,Salmonella,
2465,Salmonella,114797002,Bacteria,Salmonella,
2465,Salmonella,114809004,Bacteria,Salmonella,
2465,Salmonella,114838001,Bacteria,Salmonella,
2465,Salmonella,57887008,Bacteria,Salmonella,
2465,Salmonella,114955003,Bacteria,Salmonella,
2465,Salmonella,114326003,Bacteria,Salmonella,
2465,Salmonella,114342005,Bacteria,Salmonella,
2465,Salmonella,14694000,Bacteria,Salmonella,
2465,Salmonella,114419004,Bacteria,Salmonella,
2465,Salmonella,404261000,Bacteria,Salmonella,
2465,Salmonella,114413003,Bacteria,Salmonella,
2465,Salmonella,404293008,Bacteria,Salmonella,
2465,Salmonella,114639007,Bacteria,Salmonella,
2465,Salmonella,51944002,Bacteria,Salmonella,
2465,Salmonella,114653007,Bacteria,Salmonella,
2465,Salmonella,114664005,Bacteria,Salmonella,
2465,Salmonella,114665006,Bacteria,Salmonella,
2465,Salmonella,114661002,Bacteria,Salmonella,
2465,Salmonella,86585006,Bacteria,Salmonella,
2465,Salmonella,73087009,Bacteria,Salmonella,
2465,Salmonella,78040004,Bacteria,Salmonella,
2465,Salmonella,5837001,Bacteria,Salmonella,
2465,Salmonella,404411006,Bacteria,Salmonella,
2465,Salmonella,114786002,Bacteria,Salmonella,
2465,Salmonella,83952001,Bacteria,Salmonella,
2465,Salmonella,114788001,Bacteria,Salmonella,
2465,Salmonella,31210009,Bacteria,Salmonella,
2465,Salmonella,404466007,Bacteria,Salmonella,
2465,Salmonella,114829003,Bacteria,Salmonella,
2465,Salmonella,114826005,Bacteria,Salmonella,
2465,Salmonella,114827001,Bacteria,Salmonella,
2465,Salmonella,40314007,Bacteria,Salmonella,
2465,Salmonella,114831007,Bacteria,Salmonella,
2465,Salmonella,114841005,Bacteria,Salmonella,
2465,Salmonella,46340008,Bacteria,Salmonella,
2465,Salmonella,404479003,Bacteria,Salmonella,
2465,Salmonella,14528002,Bacteria,Salmonella,
2465,Salmonella,30430002,Bacteria,Salmonella,
2465,Salmonella,114861004,Bacteria,Salmonella,
2465,Salmonella,1621003,Bacteria,Salmonella,
2465,Salmonella,114871002,Bacteria,Salmonella,
2465,Salmonella,114878008,Bacteria,Salmonella,
2465,Salmonella,114885007,Bacteria,Salmonella,
2465,Salmonella,114896004,Bacteria,Salmonella,
2465,Salmonella,26621003,Bacteria,Salmonella,
2465,Salmonella,114892002,Bacteria,Salmonella,
2465,Salmonella,18238001,Bacteria,Salmonella,
2465,Salmonella,114903004,Bacteria,Salmonella,
2465,Salmonella,114905006,Bacteria,Salmonella,
2465,Salmonella,114907003,Bacteria,Salmonella,
2465,Salmonella,114910005,Bacteria,Salmonella,
2465,Salmonella,404623007,Bacteria,Salmonella,
2465,Salmonella,20542002,Bacteria,Salmonella,
2465,Salmonella,114919006,Bacteria,Salmonella,
2465,Salmonella,114925005,Bacteria,Salmonella,
2465,Salmonella,114927002,Bacteria,Salmonella,
2465,Salmonella,398396008,Bacteria,Salmonella,
2465,Salmonella,13998005,Bacteria,Salmonella,
2465,Salmonella,19605006,Bacteria,Salmonella,
2465,Salmonella,66788002,Bacteria,Salmonella,
2465,Salmonella,114504003,Bacteria,Salmonella,
2465,Salmonella,114527006,Bacteria,Salmonella,
2465,Salmonella,114517000,Bacteria,Salmonella,
2465,Salmonella,114519002,Bacteria,Salmonella,
2465,Salmonella,398451002,Bacteria,Salmonella,
2465,Salmonella,398526001,Bacteria,Salmonella,
2465,Salmonella,404280003,Bacteria,Salmonella,
2465,Salmonella,404299007,Bacteria,Salmonella,
2465,Salmonella,404315003,Bacteria,Salmonella,
2465,Salmonella,404371001,Bacteria,Salmonella,
2465,Salmonella,404399005,Bacteria,Salmonella,
2465,Salmonella,404418000,Bacteria,Salmonella,
2465,Salmonella,404435001,Bacteria,Salmonella,
2465,Salmonella,404457008,Bacteria,Salmonella,
2465,Salmonella,404472007,Bacteria,Salmonella,
2465,Salmonella,404486006,Bacteria,Salmonella,
2465,Salmonella,404495003,Bacteria,Salmonella,
2465,Salmonella,404564007,Bacteria,Salmonella,
2465,Salmonella,404593007,Bacteria,Salmonella,
2465,Salmonella,398514006,Bacteria,Salmonella,
2465,Salmonella,66773007,Bacteria,Salmonella,
2465,Salmonella,7963006,Bacteria,Salmonella,
2465,Salmonella,398383007,Bacteria,Salmonella,
2465,Salmonella,398413002,Bacteria,Salmonella,
2465,Salmonella,114358008,Bacteria,Salmonella,
2465,Salmonella,114762004,Bacteria,Salmonella,
2465,Salmonella,114768000,Bacteria,Salmonella,
2465,Salmonella,114362002,Bacteria,Salmonella,
2465,Salmonella,114835003,Bacteria,Salmonella,
2465,Salmonella,114843008,Bacteria,Salmonella,
2465,Salmonella,114879000,Bacteria,Salmonella,
2465,Salmonella,114887004,Bacteria,Salmonella,
2465,Salmonella,114898003,Bacteria,Salmonella,
2465,Salmonella,114899006,Bacteria,Salmonella,
2465,Salmonella,114900001,Bacteria,Salmonella,
2465,Salmonella,114901002,Bacteria,Salmonella,
2465,Salmonella,114902009,Bacteria,Salmonella,
2465,Salmonella,114989002,Bacteria,Salmonella,
2465,Salmonella,114992003,Bacteria,Salmonella,
2465,Salmonella,114999007,Bacteria,Salmonella,
2465,Salmonella,115000007,Bacteria,Salmonella,
2465,Salmonella,115001006,Bacteria,Salmonella,
2465,Salmonella,115002004,Bacteria,Salmonella,
2465,Salmonella,115003009,Bacteria,Salmonella,
2465,Salmonella,398529008,Bacteria,Salmonella,
2465,Salmonella,404400003,Bacteria,Salmonella,
2465,Salmonella,404473002,Bacteria,Salmonella,
2465,Salmonella,404565008,Bacteria,Salmonella,
2465,Salmonella,398341002,Bacteria,Salmonella,
2465,Salmonella,398607004,Bacteria,Salmonella,
2465,Salmonella,398361008,Bacteria,Salmonella,
2465,Salmonella,114375002,Bacteria,Salmonella,
2465,Salmonella,114376001,Bacteria,Salmonella,
2465,Salmonella,114387009,Bacteria,Salmonella,
2465,Salmonella,114315009,Bacteria,Salmonella,
2465,Salmonella,114317001,Bacteria,Salmonella,
2465,Salmonella,114318006,Bacteria,Salmonella,
2465,Salmonella,114772001,Bacteria,Salmonella,
2465,Salmonella,114846000,Bacteria,Salmonella,
2465,Salmonella,114894001,Bacteria,Salmonella,
2465,Salmonella,114915000,Bacteria,Salmonella,
2465,Salmonella,112292005,Bacteria,Salmonella,
2465,Salmonella,398609001,Bacteria,Salmonella,
2465,Salmonella,404419008,Bacteria,Salmonella,
2465,Salmonella,404487002,Bacteria,Salmonella,
2465,Salmonella,404566009,Bacteria,Salmonella,
2465,Salmonella,404594001,Bacteria,Salmonella,
2465,Salmonella,398351001,Bacteria,Salmonella,
2465,Salmonella,398608009,Bacteria,Salmonella,
GRFSPP,Salmonella,27268008,Bacteria,Salmonella,
GRFSPP,Salmonella,840683006,Bacteria,Salmonella,
GRFSPP,Salmonella,417454003,Bacteria,Salmonella,
GRFSPP,Salmonella,302702005,Bacteria,Salmonella,
GRFSPP,Salmonella,302700002,Bacteria,Salmonella,
GRFSPP,Salmonella,398537000,Bacteria,Salmonella,
GRFSPP,Salmonella,19374001,Bacteria,Salmonella,
GRFSPP,Salmonella,398576004,Bacteria,Salmonella,
GRFSPP,Salmonella,398445007,Bacteria,Salmonella,
GRFSPP,Salmonella,398511003,Bacteria,Salmonella,
GRFSPP,Salmonella,398354009,Bacteria,Salmonella,
GRFSPP,Salmonella,404276008,Bacteria,Salmonella,
GRFSPP,Salmonella,404295001,Bacteria,Salmonella,
GRFSPP,Salmonella,398420009,Bacteria,Salmonella,
GRFSPP,Salmonella,404311007,Bacteria,Salmonella,
GRFSPP,Salmonella,404334003,Bacteria,Salmonella,
GRFSPP,Salmonella,398342009,Bacteria,Salmonella,
GRFSPP,Salmonella,404339008,Bacteria,Salmonella,
GRFSPP,Salmonella,404342002,Bacteria,Salmonella,
GRFSPP,Salmonella,404367004,Bacteria,Salmonella,
GRFSPP,Salmonella,404392001,Bacteria,Salmonella,
GRFSPP,Salmonella,398567006,Bacteria,Salmonella,
GRFSPP,Salmonella,404395004,Bacteria,Salmonella,
GRFSPP,Salmonella,404414003,Bacteria,Salmonella,
